Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  181000/181000      std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_drop_node(std::_Rb_tree_node<std::pair<float, Operation> >*) [224]
[225]    0.0    0.00    0.00  181000         std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<float, Operation> >*) [225]
                0.00    0.00  181000/362000      std::_Rb_tree_node<std::pair<float, Operation> >::_M_valptr() [187]
                0.00    0.00  181000/724000      std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_get_Node_allocator() [157]
-----------------------------------------------
                0.00    0.00  181000/181000      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<float, Operation> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<float, Operation> >*&, std::_Rb_tree_node_base*&) [220]
[226]    0.0    0.00    0.00  181000         std::_Rb_tree_node<std::pair<float, Operation> >*& std::forward<std::_Rb_tree_node<std::pair<float, Operation> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<float, Operation> >*&>::type&) [226]
-----------------------------------------------
                0.00    0.00  181000/181000      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<float, Operation> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<float, Operation> >*&, std::_Rb_tree_node_base*&) [220]
[227]    0.0    0.00    0.00  181000         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [227]
-----------------------------------------------
                0.00    0.00      70/180070      print_answer(int, std::vector<Operation, std::allocator<Operation> > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [124]
                0.00    0.00  180000/180070      Operation* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*>(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*) [107]
[228]    0.0    0.00    0.00  180070         __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator++() [228]
-----------------------------------------------
                0.00    0.00      70/180070      print_answer(int, std::vector<Operation, std::allocator<Operation> > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [124]
                0.00    0.00  180000/180070      Operation* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*>(__gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >, Operation*) [107]
[229]    0.0    0.00    0.00  180070         __gnu_cxx::__normal_iterator<Operation const*, std::vector<Operation, std::allocator<Operation> > >::operator*() const [229]
-----------------------------------------------
                0.00    0.00   36210/175017      void std::_Destroy_aux<false>::__destroy<BeamNode*>(BeamNode*, BeamNode*) [86]
                0.00    0.00   46269/175017      void std::__relocate_object_a<BeamNode, BeamNode, std::allocator<BeamNode> >(BeamNode*, BeamNode*, std::allocator<BeamNode>&) [78]
                0.00    0.00   92538/175017      BeamNode* std::__relocate_a_1<BeamNode*, BeamNode*, std::allocator<BeamNode> >(BeamNode*, BeamNode*, BeamNode*, std::allocator<BeamNode>&) [81]
[230]    0.0    0.00    0.00  175017         BeamNode* std::__addressof<BeamNode>(BeamNode&) [230]
-----------------------------------------------
                0.00    0.00      10/154742      std::vector<BeamNode, std::allocator<BeamNode> >::front() [396]
                0.00    0.00     900/154742      void std::__make_heap<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}> >(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>&) [102]
                0.00    0.00    1810/154742      beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [2]
                0.00    0.00    3604/154742      bool __gnu_cxx::__ops::_Iter_comp_val<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>::operator()<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, BeamNode>(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, BeamNode&) [325]
                0.00    0.00    3845/154742      void std::__push_heap<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, long, BeamNode, __gnu_cxx::__ops::_Iter_comp_val<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}> >(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, long, long, BeamNode, __gnu_cxx::__ops::_Iter_comp_val<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>&) [103]
                0.00    0.00    7935/154742      void std::__pop_heap<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}> >(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>&) [84]
                0.00    0.00   16576/154742      void std::__adjust_heap<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, long, BeamNode, __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}> >(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, long, long, BeamNode, __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>) [88]
                0.00    0.00   36210/154742      std::vector<BeamNode, std::allocator<BeamNode> >::back() [297]
                0.00    0.00   83852/154742      bool __gnu_cxx::__ops::_Iter_comp_iter<beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>::operator()<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > > >(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >) [283]
[231]    0.0    0.00    0.00  154742         __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator*() const [231]
-----------------------------------------------
                0.00    0.00  147576/147576      void std::_Destroy<Operation*>(Operation*, Operation*) [236]
[232]    0.0    0.00    0.00  147576         void std::_Destroy_aux<true>::__destroy<Operation*>(Operation*, Operation*) [232]
-----------------------------------------------
                0.00    0.00  147576/147576      std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base() [234]
[233]    0.0    0.00    0.00  147576         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::~_Vector_impl() [233]
                0.00    0.00  147576/200225      std::__new_allocator<Operation>::~__new_allocator() [213]
-----------------------------------------------
                0.00    0.00  147576/147576      std::vector<Operation, std::allocator<Operation> >::~vector() [235]
[234]    0.0    0.00    0.00  147576         std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base() [234]
                0.00    0.00  147576/194644      std::_Vector_base<Operation, std::allocator<Operation> >::_M_deallocate(Operation*, unsigned long) [215]
                0.00    0.00  147576/147576      std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::~_Vector_impl() [233]
-----------------------------------------------
                0.00    0.00       2/147576      main [1]
                0.00    0.00   16439/147576      std::vector<Operation, std::allocator<Operation> >::_M_move_assign(std::vector<Operation, std::allocator<Operation> >&&, std::integral_constant<bool, true>) [313]
                0.00    0.00   38021/147576      beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [2]
                0.00    0.00   93114/147576      BeamNode::~BeamNode() [65]
[235]    0.0    0.00    0.00  147576         std::vector<Operation, std::allocator<Operation> >::~vector() [235]
                0.00    0.00  147576/310800      std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() [188]
                0.00    0.00  147576/147576      void std::_Destroy<Operation*>(Operation*, Operation*) [236]
                0.00    0.00  147576/147576      std::_Vector_base<Operation, std::allocator<Operation> >::~_Vector_base() [234]
-----------------------------------------------
                0.00    0.00  147576/147576      std::vector<Operation, std::allocator<Operation> >::~vector() [235]
[236]    0.0    0.00    0.00  147576         void std::_Destroy<Operation*>(Operation*, Operation*) [236]
                0.00    0.00  147576/147576      void std::_Destroy_aux<true>::__destroy<Operation*>(Operation*, Operation*) [232]
-----------------------------------------------
                0.00    0.00   16439/146785      std::_Vector_base<Operation, std::allocator<Operation> >::get_allocator() const [311]
                0.00    0.00   36210/146785      std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> > const&) [39]
                0.00    0.00   94136/146785      std::vector<Operation, std::allocator<Operation> >::max_size() const [251]
[237]    0.0    0.00    0.00  146785         std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() const [237]
-----------------------------------------------
                0.00    0.00       5/145759      void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [118]
                0.00    0.00  145754/145759      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [240]
[238]    0.0    0.00    0.00  145759         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [238]
                0.00    0.00   38026/38026       std::__new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [286]
-----------------------------------------------
                0.00    0.00  145754/145754      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [240]
[239]    0.0    0.00    0.00  145754         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [239]
                0.00    0.00  145754/198403      std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [214]
-----------------------------------------------
                0.00    0.00  145754/145754      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [61]
[240]    0.0    0.00    0.00  145754         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [240]
                0.00    0.00  145754/145759      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [238]
                0.00    0.00  145754/145754      std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [239]
-----------------------------------------------
                0.00    0.00  119002/119002      std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_get_insert_unique_pos(std::pair<float, Operation> const&) [18]
[241]    0.0    0.00    0.00  119002         std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::begin() [241]
                0.00    0.00  119002/586670      std::_Rb_tree_iterator<std::pair<float, Operation> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [158]
-----------------------------------------------
                0.00    0.00  119002/119002      std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_get_insert_unique_pos(std::pair<float, Operation> const&) [18]
[242]    0.0    0.00    0.00  119002         std::operator==(std::_Rb_tree_iterator<std::pair<float, Operation> > const&, std::_Rb_tree_iterator<std::pair<float, Operation> > const&) [242]
-----------------------------------------------
                0.00    0.00    1245/115277      std::vector<BeamNode, std::allocator<BeamNode> >::begin() [352]
                0.00    0.00   36210/115277      __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator-(long) const [296]
                0.00    0.00   37355/115277      std::vector<BeamNode, std::allocator<BeamNode> >::end() [295]
                0.00    0.00   40467/115277      __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator+(long) const [284]
[243]    0.0    0.00    0.00  115277         __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::__normal_iterator(BeamNode* const&) [243]
-----------------------------------------------
                0.00    0.00  109685/109685      std::_Rb_tree<std::pair<float, Operation>, std::pair<float, Operation>, std::_Identity<std::pair<float, Operation> >, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::_M_get_insert_unique_pos(std::pair<float, Operation> const&) [18]
[244]    0.0    0.00    0.00  109685         std::_Rb_tree_iterator<std::pair<float, Operation> >::operator--() [244]
-----------------------------------------------
                0.00    0.00       3/109585      void std::vector<BeamNode, std::allocator<BeamNode> >::_M_realloc_insert<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >, float>(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >&&, float&&) [116]
                0.00    0.00      28/109585      BeamNode& std::vector<BeamNode, std::allocator<BeamNode> >::emplace_back<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >, float>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >&&, float&&) [114]
                0.00    0.00    2862/109585      void std::vector<BeamNode, std::allocator<BeamNode> >::_M_realloc_insert<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<Operation, std::allocator<Operation> >, float&>(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float&) [75]
                0.00    0.00  106692/109585      BeamNode& std::vector<BeamNode, std::allocator<BeamNode> >::emplace_back<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<Operation, std::allocator<Operation> >, float&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float&) [64]
[245]    0.0    0.00    0.00  109585         std::vector<Operation, std::allocator<Operation> >&& std::forward<std::vector<Operation, std::allocator<Operation> > >(std::remove_reference<std::vector<Operation, std::allocator<Operation> > >::type&) [245]
-----------------------------------------------
                0.00    0.00    2862/109554      void std::vector<BeamNode, std::allocator<BeamNode> >::_M_realloc_insert<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<Operation, std::allocator<Operation> >, float&>(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float&) [75]
                0.00    0.00  106692/109554      BeamNode& std::vector<BeamNode, std::allocator<BeamNode> >::emplace_back<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<Operation, std::allocator<Operation> >, float&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float&) [64]
[246]    0.0    0.00    0.00  109554         float& std::forward<float&>(std::remove_reference<float&>::type&) [246]
-----------------------------------------------
                0.00    0.00    2862/109554      void std::vector<BeamNode, std::allocator<BeamNode> >::_M_realloc_insert<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<Operation, std::allocator<Operation> >, float&>(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float&) [75]
                0.00    0.00  106692/109554      BeamNode& std::vector<BeamNode, std::allocator<BeamNode> >::emplace_back<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<Operation, std::allocator<Operation> >, float&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float&) [64]
[247]    0.0    0.00    0.00  109554         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&& std::forward<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::type&) [247]
-----------------------------------------------
                0.00    0.00   98634/98634       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data&) [309]
[248]    0.0    0.00    0.00   98634         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data const&) [248]
-----------------------------------------------
                0.00    0.00   48878/97756       std::vector<Operation, std::allocator<Operation> >::begin() [278]
                0.00    0.00   48878/97756       std::vector<Operation, std::allocator<Operation> >::end() [277]
[249]    0.0    0.00    0.00   97756         __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::__normal_iterator(Operation* const&) [249]
-----------------------------------------------
                0.00    0.00       4/96073       std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [408]
                0.00    0.00      10/96073       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [397]
                0.00    0.00      12/96073       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [385]
                0.00    0.00    1911/96073       std::vector<BeamNode, std::allocator<BeamNode> >::_S_max_size(std::allocator<BeamNode> const&) [331]
                0.00    0.00   94136/96073       std::vector<Operation, std::allocator<Operation> >::_S_max_size(std::allocator<Operation> const&) [252]
[250]    0.0    0.00    0.00   96073         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [250]
-----------------------------------------------
                0.00    0.00   94136/94136       std::vector<Operation, std::allocator<Operation> >::_M_check_len(unsigned long, char const*) const [281]
[251]    0.0    0.00    0.00   94136         std::vector<Operation, std::allocator<Operation> >::max_size() const [251]
                0.00    0.00   94136/146785      std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() const [237]
                0.00    0.00   94136/94136       std::vector<Operation, std::allocator<Operation> >::_S_max_size(std::allocator<Operation> const&) [252]
-----------------------------------------------
                0.00    0.00   94136/94136       std::vector<Operation, std::allocator<Operation> >::max_size() const [251]
[252]    0.0    0.00    0.00   94136         std::vector<Operation, std::allocator<Operation> >::_S_max_size(std::allocator<Operation> const&) [252]
                0.00    0.00   94136/96073       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [250]
-----------------------------------------------
                0.00    0.00   93104/93104       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_base(std::_Vector_base<Operation, std::allocator<Operation> >&&) [255]
[253]    0.0    0.00    0.00   93104         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl&&) [253]
                0.00    0.00  186208/186208      std::remove_reference<std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl&>::type&& std::move<std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl&>(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl&) [216]
                0.00    0.00   93104/93104       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data&&) [254]
-----------------------------------------------
                0.00    0.00   93104/93104       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl&&) [253]
[254]    0.0    0.00    0.00   93104         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl_data&&) [254]
-----------------------------------------------
                0.00    0.00   93104/93104       std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> >&&) [259]
[255]    0.0    0.00    0.00   93104         std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_base(std::_Vector_base<Operation, std::allocator<Operation> >&&) [255]
                0.00    0.00   93104/93104       std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl::_Vector_impl(std::_Vector_base<Operation, std::allocator<Operation> >::_Vector_impl&&) [253]
-----------------------------------------------
                0.00    0.00   93104/93104       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&) [258]
[256]    0.0    0.00    0.00   93104         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&&) [256]
                0.00    0.00  186208/186208      std::remove_reference<std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&>(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&) [217]
                0.00    0.00   93104/93104       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&&) [257]
-----------------------------------------------
                0.00    0.00   93104/93104       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&&) [256]
[257]    0.0    0.00    0.00   93104         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data&&) [257]
-----------------------------------------------
