Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.27     0.00        5     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const
  0.00      1.27     0.00        5     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator()
  0.00      1.27     0.00        5     0.00     0.00  void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&)
  0.00      1.27     0.00        5     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end()
  0.00      1.27     0.00        5     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin()
  0.00      1.27     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&)
  0.00      1.27     0.00        4     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const
  0.00      1.27     0.00        4     0.00     0.00  std::vector<float, std::allocator<float> >::max_size() const
  0.00      1.27     0.00        4     0.00     0.00  std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&)
  0.00      1.27     0.00        4     0.00     0.00  std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&)
  0.00      1.27     0.00        4     0.00     0.00  float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&)
  0.00      1.27     0.00        4     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<float, void>::value, float*>::type std::__relocate_a_1<float, float>(float*, float*, float*, std::allocator<float>&)
  0.00      1.27     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      1.27     0.00        3     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long)
  0.00      1.27     0.00        3     0.00     0.00  main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&& std::forward<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>(std::remove_reference<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::type&)
  0.00      1.27     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&)
  0.00      1.27     0.00        2     0.00     0.00  std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      1.27     0.00        2     0.00     0.00  std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const
  0.00      1.27     0.00        2     0.00     0.00  std::_Vector_base<BeamNode, std::allocator<BeamNode> >::_Vector_impl::_Vector_impl()
  0.00      1.27     0.00        2     0.00     0.00  std::_Vector_base<BeamNode, std::allocator<BeamNode> >::_Vector_base()
  0.00      1.27     0.00        2     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long)
  0.00      1.27     0.00        2     0.00     0.00  std::__new_allocator<float>::deallocate(float*, unsigned long)
  0.00      1.27     0.00        2     0.00     0.00  std::__new_allocator<float>::allocate(unsigned long, void const*)
  0.00      1.27     0.00        2     0.00     0.00  std::vector<BeamNode, std::allocator<BeamNode> >::vector()
  0.00      1.27     0.00        2     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&)
  0.00      1.27     0.00        2     0.00     0.00  std::vector<float, std::allocator<float> >::end()
  0.00      1.27     0.00        2     0.00     0.00  std::vector<float, std::allocator<float> >::begin()
  0.00      1.27     0.00        2     0.00     0.00  std::vector<float, std::allocator<float> >::push_back(float const&)
  0.00      1.27     0.00        2     0.00     0.00  std::_Any_data::_M_access()
  0.00      1.27     0.00        1     0.00     0.01  initialize(int&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<float, std::allocator<float> >&)
  0.00      1.27     0.00        1     0.00     1.24  beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)
  0.00      1.27     0.00        1     0.00     0.00  print_answer(int, std::vector<Operation, std::allocator<Operation> > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.00      1.27     0.00        1     0.00     0.00  __static_initialization_and_destruction_0()
  0.00      1.27     0.00        1     0.00     0.00  std::vector<BeamNode, std::allocator<BeamNode> >::capacity() const
  0.00      1.27     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*)
  0.00      1.27     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::_Vector_impl()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl::~_Vector_impl()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_deallocate(std::vector<float, std::allocator<float> >*, unsigned long)
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_get_Tp_allocator()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_Vector_base()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~_Vector_base()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_base()
  0.00      1.27     0.00        1     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::~_Vector_base()
  0.00      1.27     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>)
  0.00      1.27     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      1.27     0.00        1     0.00     0.00  void std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_init_functor<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>(std::_Any_data&, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&&)
  0.00      1.27     0.00        1     0.00     0.00  bool std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_not_empty_function<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1} const&)
  0.00      1.27     0.00        1     0.00     0.00  void std::_Function_base::_Base_manager<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_create<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>(std::_Any_data&, main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&&, std::integral_constant<bool, true>)
  0.00      1.27     0.00        1     0.00     0.00  std::_Function_base::_Function_base()
  0.00      1.27     0.00        1     0.00     0.00  std::_Function_base::~_Function_base()
  0.00      1.27     0.00        1     0.00     0.00  std::__new_allocator<std::vector<float, std::allocator<float> > >::~__new_allocator()
  0.00      1.27     0.00        1     0.00     0.00  std::__new_allocator<float>::~__new_allocator()
  0.00      1.27     0.00        1     0.00     0.00  std::_Function_handler<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&), main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      1.27     0.00        1     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      1.27     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      1.27     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      1.27     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&)
  0.00      1.27     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      1.27     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      1.27     0.00        1     0.00     0.00  void std::vector<BeamNode, std::allocator<BeamNode> >::_M_realloc_insert<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >, float>(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >&&, float&&)
  0.00      1.27     0.00        1     0.00     0.00  std::vector<BeamNode, std::allocator<BeamNode> >::reserve(unsigned long)
  0.00      1.27     0.00        1     0.00     0.00  std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::vector()
  0.00      1.27     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector()
  0.00      1.27     0.00        1     0.00     0.00  std::vector<float, std::allocator<float> >::vector()
  0.00      1.27     0.00        1     0.00     0.00  std::vector<float, std::allocator<float> >::~vector()
  0.00      1.27     0.00        1     0.00     0.00  std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::function<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}, void>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&&)
  0.00      1.27     0.00        1     0.00     0.00  std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::~function()
  0.00      1.27     0.00        1     0.00     0.00  main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}& std::_Any_data::_M_access<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}>()
  0.00      1.27     0.00        1     0.00     0.00  void std::_Destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*)
  0.00      1.27     0.00        1     0.00     0.00  void std::_Destroy<float*>(float*, float*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.79% of 1.27 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     98.8    0.00    1.26                 main [1]
                0.00    1.24       1/1           beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [2]
                0.00    0.01       1/1           initialize(int&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<float, std::allocator<float> >&) [42]
                0.01    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [69]
                0.00    0.00       1/1           print_answer(int, std::vector<Operation, std::allocator<Operation> > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [124]
                0.00    0.00       1/145754      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [61]
                0.00    0.00       1/1           std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::function<main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}, void>(main::{lambda(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)#1}&&) [135]
                0.00    0.00       2/84315424     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [12]
                0.00    0.00       2/147576      std::vector<Operation, std::allocator<Operation> >::~vector() [235]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [460]
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::vector() [461]
                0.00    0.00       1/1823        std::vector<Operation, std::allocator<Operation> >::vector() [335]
                0.00    0.00       1/16439       std::vector<Operation, std::allocator<Operation> >::operator=(std::vector<Operation, std::allocator<Operation> >&&) [315]
                0.00    0.00       1/1           std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::~function() [463]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [457]
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [453]
                0.00    0.00       1/1           std::vector<float, std::allocator<float> >::~vector() [462]
-----------------------------------------------
                0.00    1.24       1/1           main [1]
[2]     97.6    0.00    1.24       1         beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [2]
                0.02    1.01    1810/1810        best_operations_random(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [3]
                0.00    0.12   36210/270044      std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::operator()(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) const [5]
                0.00    0.04   36201/38021       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [19]
                0.00    0.01   36200/36210       std::vector<Operation, std::allocator<Operation> >::vector(std::vector<Operation, std::allocator<Operation> > const&) [39]
                0.00    0.01   36270/270104      rotate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, Operation) [14]
                0.00    0.01   36270/72470       std::vector<Operation, std::allocator<Operation> >::push_back(Operation const&) [37]
                0.00    0.01   36200/36200       BeamNode& std::vector<BeamNode, std::allocator<BeamNode> >::emplace_back<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<Operation, std::allocator<Operation> >, float&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::vector<Operation, std::allocator<Operation> >&&, float&) [64]
                0.00    0.00   36200/87028       std::remove_reference<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>::type&& std::move<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [54]
                0.00    0.00      90/90          void std::partial_sort<__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}>(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >, beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&)::{lambda(BeamNode const&, BeamNode const&)#1}) [76]
                0.00    0.00   36201/145754      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [61]
                0.00    0.00     100/100         std::vector<BeamNode, std::allocator<BeamNode> >::operator=(std::vector<BeamNode, std::allocator<BeamNode> >&&) [98]
                0.00    0.00     110/110         std::vector<BeamNode, std::allocator<BeamNode> >::clear() [104]
                0.00    0.00      90/90          std::vector<BeamNode, std::allocator<BeamNode> >::resize(unsigned long) [110]
                0.00    0.00      70/270114      count_pair(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [4]
                0.00    0.00       2/102         std::vector<BeamNode, std::allocator<BeamNode> >::~vector() [95]
                0.00    0.00      10/10          BeamNode& std::vector<BeamNode, std::allocator<BeamNode> >::emplace_back<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >, float>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Operation, std::allocator<Operation> >&&, float&&) [114]
                0.00    0.00       1/1           std::vector<BeamNode, std::allocator<BeamNode> >::reserve(unsigned long) [117]
                0.00    0.00       2/84315424     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [12]
                0.00    0.00   38021/147576      std::vector<Operation, std::allocator<Operation> >::~vector() [235]
                0.00    0.00   38010/38010       bool __gnu_cxx::operator!=<Operation*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&) [292]
                0.00    0.00   36200/36200       __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::operator*() const [299]
                0.00    0.00   36200/88839       std::remove_reference<std::vector<Operation, std::allocator<Operation> >&>::type&& std::move<std::vector<Operation, std::allocator<Operation> >&>(std::vector<Operation, std::allocator<Operation> >&) [262]
                0.00    0.00   36200/36200       __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::operator++() [298]
                0.00    0.00    1910/1910        bool __gnu_cxx::operator!=<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >(__gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > > const&, __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > > const&) [332]
                0.00    0.00    1810/154742      __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator*() const [231]
                0.00    0.00    1810/16439       std::vector<Operation, std::allocator<Operation> >::operator=(std::vector<Operation, std::allocator<Operation> >&&) [315]
                0.00    0.00    1810/48878       std::vector<Operation, std::allocator<Operation> >::begin() [278]
                0.00    0.00    1810/48878       std::vector<Operation, std::allocator<Operation> >::end() [277]
                0.00    0.00    1810/36010       __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator++() [307]
                0.00    0.00     280/1245        std::vector<BeamNode, std::allocator<BeamNode> >::begin() [352]
                0.00    0.00     190/37355       std::vector<BeamNode, std::allocator<BeamNode> >::end() [295]
                0.00    0.00     140/140         std::vector<Operation, std::allocator<Operation> >::operator[](unsigned long) const [366]
                0.00    0.00     100/4101        std::vector<BeamNode, std::allocator<BeamNode> >::size() const [323]
                0.00    0.00     100/200         std::remove_reference<std::vector<BeamNode, std::allocator<BeamNode> >&>::type&& std::move<std::vector<BeamNode, std::allocator<BeamNode> >&>(std::vector<BeamNode, std::allocator<BeamNode> >&) [362]
                0.00    0.00      90/40467       __gnu_cxx::__normal_iterator<BeamNode*, std::vector<BeamNode, std::allocator<BeamNode> > >::operator+(long) const [284]
                0.00    0.00      12/1823        std::vector<Operation, std::allocator<Operation> >::vector() [335]
                0.00    0.00      10/10          std::vector<BeamNode, std::allocator<BeamNode> >::front() [396]
                0.00    0.00       2/2           std::vector<BeamNode, std::allocator<BeamNode> >::vector() [423]
-----------------------------------------------
                0.02    1.01    1810/1810        beam_search(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [2]
[3]     81.0    0.02    1.01    1810         best_operations_random(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int, int, std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)> const&) [3]
                0.00    0.75  233834/270044      std::function<float (std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)>::operator()(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) const [5]
                0.04    0.06  233834/233834      unrotate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, Operation) [13]
                0.03    0.05  233834/270104      rotate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, Operation) [14]
                0.00    0.06  233834/233834      std::set<std::pair<float, Operation>, std::less<std::pair<float, Operation> >, std::allocator<std::pair<float, Operation> > >::insert(std::pair<float, Operation>&&) [16]
                0.01    0.00  772101/772101      rand_int(int, int) [47]
                0.00    0.01   36200/72470       std::vector<Operation, std::allocator<Operation> >::push_back(Operation const&) [37]
